CustomerID,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore
13531,205,2,483.8,4,3,3,433
15014,43,2,260.17,2,3,4,234
18173,86,4,2106.84,3,2,1,321
15388,270,1,140.54,4,4,4,444
17119,3,3,593.61,1,3,3,133
16055,220,1,134.8,4,4,4,444
14538,64,2,388.25,3,3,3,333
13895,21,5,2588.12,2,2,1,221
12666,359,1,-227.44,4,4,4,444
12749,3,8,3868.2,1,1,1,111
12558,1,2,0.0,1,3,4,134
17187,226,1,203.95,4,4,4,444
15942,133,1,337.44,3,4,3,343
14975,57,1,279.94,3,4,4,344
17619,312,1,218.52,4,4,4,444
15159,1,34,18573.68,1,1,1,111
14656,169,2,291.05,4,3,4,434
15034,15,11,4277.66,1,1,1,111
14210,91,7,1900.89,3,1,1,311
12583,2,18,7187.34,1,1,1,111
17739,11,8,2786.05,1,1,1,111
12875,143,2,343.23,3,3,3,333
15865,40,3,895.13,2,3,2,232
15252,36,2,740.78,2,3,2,232
15199,59,4,1268.7,3,2,2,322
17519,17,7,1839.07,2,1,1,211
16882,66,3,705.12,3,3,2,332
12556,50,2,603.71,2,3,3,233
17886,31,3,899.61,2,3,2,232
18084,16,2,87.53,1,3,4,134
18145,12,4,2861.55,1,2,1,121
14040,40,15,3542.19,2,1,1,211
16419,112,7,959.48,3,1,2,312
14154,239,2,1345.62,4,3,2,432
17885,12,1,190.19,1,4,4,144
14257,51,6,3087.27,3,1,1,311
17033,86,3,1030.14,3,3,2,332
13318,1,3,640.76,1,3,3,133
17350,8,5,1256.19,1,2,2,122
18068,289,1,101.7,4,4,4,444
12462,2,4,1124.01,1,2,2,122
12519,63,1,340.84,3,4,3,343
12580,246,1,415.7,4,4,3,443
12857,210,2,1106.4,4,3,2,432
16024,12,1,251.24,1,4,4,144
13279,64,2,126.3,3,3,4,334
13229,225,1,160.95,4,4,4,444
18041,11,22,4161.14,1,1,1,111
14861,52,1,125.79,3,4,4,344
13339,200,1,860.12,4,4,2,442
13015,53,5,3346.28,3,2,1,321
14077,40,5,499.42,2,2,3,223
14291,1,12,3873.3,1,1,1,111
16038,7,4,454.33,1,2,3,123
17377,23,21,3925.92,2,1,1,211
17049,2,11,5594.78,1,1,1,111
14407,107,9,2111.08,3,1,1,311
15508,189,6,1000.27,4,1,2,412
18133,211,2,715.5,4,3,2,432
17771,56,2,245.81,3,3,4,334
17263,208,1,63.44,4,4,4,444
15347,366,1,201.6,4,4,4,444
15333,208,1,1028.56,4,4,2,442
14862,25,2,841.2,2,3,2,232
14638,50,1,443.6,2,4,3,243
13829,359,1,-102.0,4,4,4,444
13357,257,1,609.95,4,4,3,443
14089,56,1,161.0,3,4,4,344
12870,366,1,-14.9,4,4,4,444
13267,2,27,4404.44,1,1,1,111
16558,0,24,8257.04,1,1,1,111
12750,128,1,275.88,3,4,4,344
17702,30,6,1719.72,2,1,1,211
16685,61,2,324.24,3,3,3,333
13643,31,3,519.44,2,3,3,233
14988,211,1,334.54,4,4,3,443
12526,0,3,1316.66,1,3,2,132
16942,12,10,1894.11,1,1,1,111
15027,30,6,1051.95,2,1,2,212
15806,46,3,784.58,2,3,2,232
16533,19,5,1026.94,2,2,2,222
14591,15,4,1447.14,1,2,2,122
14488,51,2,1047.43,3,3,2,332
12770,210,1,1351.45,4,4,2,442
17531,120,2,293.45,3,3,3,333
15506,22,3,979.26,2,3,2,232
14297,17,6,1284.06,2,1,2,212
14214,30,7,1000.23,2,1,2,212
12431,35,18,6416.39,2,1,1,211
15701,2,4,1542.14,1,2,2,122
12432,42,5,5059.32,2,2,1,221
13552,66,16,3539.53,3,1,1,311
13489,105,4,449.52,3,2,3,323
14853,8,3,463.05,1,3,3,133
15276,66,1,135.31,3,4,4,344
15050,25,5,1727.17,2,2,1,221
14681,71,3,498.95,3,3,3,333
15746,134,2,182.96,3,3,4,334
12513,84,2,586.79,3,3,3,333
15223,225,3,454.9,4,3,3,433
18123,24,2,589.44,2,3,3,233
16754,372,1,2002.4,4,4,1,441
17325,280,1,96.8,4,4,4,444
17382,65,1,65.4,3,4,4,344
17859,304,1,148.21,4,4,4,444
16932,53,1,161.94,3,4,4,344
14852,58,6,2836.69,3,1,1,311
12421,15,5,806.27,1,2,2,122
15435,22,1,149.29,2,4,4,244
14132,2,12,3580.13,1,1,1,111
14404,33,7,1434.72,2,1,2,212
15245,134,3,2515.84,3,3,1,331
14113,3,8,1377.92,1,1,2,112
15365,25,9,1330.45,2,1,2,212
12473,29,9,2848.23,2,1,1,211
16369,18,3,1553.66,2,3,2,232
17135,16,7,1139.73,1,1,2,112
12349,18,1,1757.55,2,4,1,241
14954,12,1,336.17,1,4,3,143
15984,2,11,2816.97,1,1,1,111
15339,66,3,557.57,3,3,3,333
15811,17,9,2171.32,2,1,1,211
16591,68,1,213.5,3,4,4,344
17618,5,3,971.58,1,3,2,132
15393,16,2,231.86,1,3,4,134
14785,10,2,77.4,1,3,4,134
16573,73,4,648.41,3,2,2,322
15186,14,2,411.41,1,3,3,133
17398,114,3,653.38,3,3,2,332
13859,326,1,201.16,4,4,4,444
15582,24,3,682.91,2,3,2,232
14618,9,4,538.59,1,2,3,123
14451,60,2,662.59,3,3,2,332
15504,81,1,52.83,3,4,4,344
13655,114,2,932.97,3,3,2,332
16400,94,1,303.93,3,4,3,343
16052,54,1,362.06,3,4,3,343
14354,5,2,163.62,1,3,4,134
16429,106,1,284.55,3,4,4,344
18015,4,1,120.03,1,4,4,144
17171,289,1,224.91,4,4,4,444
14540,9,3,996.26,1,3,2,132
14628,91,2,671.96,3,3,2,332
13093,267,13,7741.47,4,1,1,411
13085,157,3,272.38,4,3,4,434
15987,12,7,1451.28,1,1,2,112
16949,3,7,1161.27,1,1,2,112
16411,19,2,214.65,2,3,4,234
17589,60,4,2404.17,3,2,1,321
13951,176,3,674.45,4,3,2,432
17453,17,2,486.72,2,3,3,233
14804,8,1,353.27,1,4,3,143
13717,32,7,1432.26,2,1,2,212
16971,2,2,232.21,1,3,4,134
16104,61,1,302.36,3,4,3,343
15747,12,3,974.04,1,3,2,132
17967,371,1,123.07,4,4,4,444
12391,21,1,460.89,2,4,3,243
13521,1,3,1093.65,1,3,2,132
16871,22,7,2761.49,2,1,1,211
16887,35,1,194.88,2,4,4,244
13868,7,2,3192.54,1,3,1,131
15471,2,1,469.48,1,4,3,143
14676,31,8,2543.24,2,1,1,211
14903,21,10,2744.48,2,1,1,211
12667,58,1,620.13,3,4,3,343
14978,72,5,1931.42,3,2,1,321
15766,64,1,315.06,3,4,3,343
15801,46,4,1042.19,2,2,2,222
13351,66,1,373.94,3,4,3,343
14757,75,1,420.5,3,4,3,343
16595,61,1,360.16,3,4,3,343
17551,359,1,306.84,4,4,3,443
16311,17,2,616.26,2,3,3,233
17556,205,1,157.9,4,4,4,444
16236,78,1,432.2,3,4,3,343
17623,32,1,527.05,2,4,3,243
18143,116,2,1000.16,3,3,2,332
13168,36,5,1310.14,2,2,2,222
12474,17,30,7116.47,2,1,1,211
15602,8,15,1083.63,1,1,2,112
15237,1,4,1412.32,1,2,2,122
15628,4,10,2865.64,1,1,1,111
17268,107,4,763.64,3,2,2,322
13689,63,1,910.0,3,4,2,342
15002,115,4,1641.76,3,2,1,321
12704,7,10,2220.84,1,1,1,111
16610,219,1,75.66,4,4,4,444
15648,204,4,599.9,4,2,3,423
12828,2,6,1018.71,1,1,2,112
12791,373,1,192.6,4,4,4,444
16960,38,3,507.05,2,3,3,233
17267,127,2,317.62,3,3,3,333
17744,3,7,2291.08,1,1,1,111
13397,72,6,1539.18,3,1,2,312
15208,1,6,867.62,1,1,2,112
13249,92,3,711.41,3,3,2,332
12631,57,1,640.5,3,4,3,343
12834,282,1,312.38,4,4,3,443
12994,4,5,902.22,1,2,2,122
17155,17,2,251.7,2,3,4,234
17124,185,1,298.89,4,4,3,443
13106,128,2,59.5,3,3,4,334
16006,211,1,101.4,4,4,4,444
13518,85,1,659.44,3,4,2,342
18227,217,1,93.75,4,4,4,444
14020,16,2,642.8,1,3,3,133
14349,10,1,133.5,1,4,4,144
15621,4,6,1158.77,1,1,2,112
15059,40,11,1325.82,2,1,2,212
17457,126,5,1737.7,3,2,1,321
15304,60,10,680.3,3,1,2,312
14841,53,6,3295.76,3,1,1,311
15764,81,10,3245.47,3,1,1,311
15465,19,24,6945.02,2,1,1,211
17179,178,3,711.79,4,3,2,432
12414,217,3,562.41,4,3,3,433
17866,142,2,325.7,3,3,3,333
12408,32,9,2842.57,2,1,1,211
16967,189,1,319.02,4,4,3,443
13878,54,1,1281.53,3,4,2,342
14600,305,1,393.33,4,4,3,443
16458,2,18,3482.74,1,1,1,111
17238,2,17,3744.65,1,1,1,111
14205,10,4,218.78,1,2,4,124
17874,185,7,658.26,4,1,2,412
15587,50,4,913.68,2,2,2,222
14470,11,2,461.19,1,3,3,133
14998,170,2,429.87,4,3,3,433
14972,128,1,114.77,3,4,4,344
17790,26,14,1965.55,2,1,1,211
13316,37,5,5815.49,2,2,1,221
13596,5,2,697.04,1,3,2,132
13743,2,8,1340.15,1,1,2,112
12565,281,2,131.17,4,3,4,434
16668,15,6,306.72,1,1,3,113
15544,8,11,3542.51,1,1,1,111
18171,58,7,1208.51,3,1,2,312
15725,15,1,415.25,1,4,3,143
18018,108,2,122.14,3,3,4,334
18215,89,1,299.34,3,4,3,343
14195,201,3,962.7,4,3,2,432
16372,33,2,367.93,2,3,3,233
13356,80,1,768.24,3,4,2,342
14350,270,2,258.7,4,3,4,434
17205,53,1,384.08,3,4,3,343
13571,12,12,2092.32,1,1,1,111
15724,201,3,212.3,4,3,4,434
18118,10,31,5595.77,1,1,1,111
15478,40,2,1441.42,2,3,2,232
15704,140,4,2293.62,3,2,1,321
17596,23,7,2827.93,2,1,1,211
17682,10,7,2459.33,1,1,1,111
15537,163,1,110.92,4,4,4,444
12853,107,9,1881.7,3,1,1,311
13470,99,2,165.0,3,3,4,334
12966,9,1,160.18,1,4,4,144
17222,65,1,354.15,3,4,3,343
14847,148,1,309.4,4,4,3,443
15076,172,1,880.85,4,4,2,442
14815,36,2,778.5,2,3,2,232
13887,204,1,349.55,4,4,3,443
17564,24,3,454.01,2,3,3,233
13226,273,1,108.21,4,4,4,444
16895,64,1,219.14,3,4,4,344
16965,226,1,201.19,4,4,4,444
13858,57,1,216.17,3,4,4,344
17433,88,1,303.16,3,4,3,343
14079,124,1,375.1,3,4,3,343
14163,87,4,2445.91,3,2,1,321
17675,1,41,20098.1,1,1,1,111
12638,33,1,671.69,2,4,2,242
18168,176,9,1133.64,4,1,2,412
16393,2,20,2941.05,1,1,1,111
14355,365,1,174.4,4,4,4,444
12867,26,10,3986.22,2,1,1,211
17157,7,3,306.55,1,3,3,133
17772,10,2,182.77,1,3,4,134
15355,29,2,277.05,2,3,4,234
12442,3,1,172.06,1,4,4,144
17574,242,1,185.65,4,4,4,444
12360,52,3,2662.06,3,3,1,331
12574,315,1,218.45,4,4,4,444
16811,4,2,547.07,1,3,3,133
17307,365,1,-152.64,4,4,4,444
15562,351,1,134.55,4,4,4,444
13428,10,1,218.47,1,4,4,144
14338,158,4,554.22,4,2,3,423
16643,245,1,487.51,4,4,3,443
15996,88,7,1044.78,3,1,2,312
13533,182,3,270.79,4,3,4,434
16278,23,3,537.83,2,3,3,233
17025,60,3,357.77,3,3,3,333
16907,29,5,981.65,2,2,2,222
15963,19,2,470.76,2,3,3,233
17901,29,1,110.38,2,4,4,244
12346,325,2,0.0,4,3,4,434
16214,170,3,1062.75,4,3,2,432
12461,94,2,826.88,3,3,2,332
17894,71,8,1119.81,3,1,2,312
16909,64,2,364.14,3,3,3,333
14967,49,1,463.8,2,4,3,243
12491,38,1,460.4,2,4,3,243
17889,212,2,203.87,4,3,4,434
17680,23,1,184.4,2,4,4,244
14387,32,3,1770.56,2,3,1,231
15482,15,16,6568.72,1,1,1,111
17313,17,2,2288.13,2,3,1,231
12500,23,13,4206.27,2,1,1,211
14290,11,6,2307.45,1,1,1,111
15098,182,5,649.5,4,2,2,422
14198,4,7,663.5,1,1,2,112
17091,2,10,3802.81,1,1,1,111
14547,3,9,3986.74,1,1,1,111
13991,12,7,850.63,1,1,2,112
12993,23,4,414.76,2,2,3,223
18037,154,6,70.02,4,1,4,414
17506,70,2,294.29,3,3,3,333
17937,8,7,4301.22,1,1,1,111
14216,3,4,1839.3,1,2,1,121
12936,17,5,1012.9,2,2,2,222
13247,17,4,501.12,2,2,3,223
14213,371,1,-1192.2,4,4,4,444
13583,155,1,781.03,4,4,2,442
13529,78,2,307.76,3,3,3,333
13067,82,1,115.46,3,4,4,344
13712,246,1,228.84,4,4,4,444
15977,17,2,1054.73,2,3,2,232
16061,269,1,-29.95,4,4,4,444
17517,308,1,153.94,4,4,4,444
17198,23,3,692.22,2,3,2,232
15044,19,22,7629.38,2,1,1,211
14031,7,23,14634.64,1,1,1,111
17513,72,1,513.2,3,4,3,343
14603,274,1,660.0,4,4,2,442
15852,186,2,160.71,4,3,4,434
16113,183,1,161.38,4,4,4,444
16305,138,1,361.22,3,4,3,343
13801,66,1,324.8,3,4,3,343
14495,50,2,123.8,2,3,4,234
14104,154,2,216.21,4,3,4,434
13120,238,1,30.6,4,4,4,444
16780,100,2,425.19,3,3,3,333
12576,35,6,1306.98,2,1,2,212
16284,31,2,823.97,2,3,2,232
15639,134,1,425.32,3,4,3,343
14542,185,1,103.25,4,4,4,444
12719,5,3,608.1,1,3,3,133
13690,59,1,172.25,3,4,4,344
17728,3,5,2515.68,1,2,1,121
15171,324,2,1034.5,4,3,2,432
18044,4,11,2085.65,1,1,1,111
14389,8,5,999.72,1,2,2,122
13880,21,13,3219.77,2,1,1,211
15547,7,14,4954.84,1,1,1,111
17419,11,14,4200.97,1,1,1,111
15238,29,5,1056.54,2,2,2,222
14643,170,3,668.61,4,3,2,432
15812,107,5,1801.14,3,2,1,321
18235,71,3,1796.48,3,3,1,331
12743,134,2,546.43,3,3,3,333
16406,18,1,163.07,2,4,4,244
13659,197,3,1550.85,4,3,2,432
15145,4,4,1194.73,1,2,2,122
17830,1,3,398.7,1,3,3,133
16756,214,1,239.4,4,4,4,444
14052,19,1,225.36,2,4,4,244
17058,81,3,1179.89,3,3,2,332
14150,35,2,658.64,2,3,2,232
17976,372,1,353.19,4,4,3,443
16902,116,1,1706.88,3,4,1,341
16613,70,1,618.59,3,4,3,343
17609,40,6,1103.92,2,1,2,212
13314,1,4,578.66,1,2,3,123
15128,60,8,1419.54,3,1,2,312
16745,86,18,7170.7,3,1,1,311
17652,25,18,4737.13,2,1,1,211
18074,373,1,489.6,4,4,3,443
13784,9,11,2462.79,1,1,1,111
14408,10,7,2606.53,1,1,1,111
17560,94,5,854.95,3,2,2,322
16597,4,1,90.04,1,4,4,144
17732,372,1,303.97,4,4,3,443
14273,51,4,559.97,3,2,3,323
14500,88,3,356.85,3,3,3,333
15307,95,1,205.3,3,4,4,344
17789,281,1,225.9,4,4,4,444
12644,129,1,477.91,3,4,3,343
16327,14,6,3844.22,1,1,1,111
12871,84,2,380.64,3,3,3,333
13154,144,1,-611.86,4,4,4,444
17698,260,1,154.95,4,4,4,444
15280,172,1,113.12,4,4,4,444
14396,65,2,487.99,3,3,3,333
15753,304,1,79.2,4,4,4,444
12409,78,7,11056.93,3,1,1,311
15939,89,16,6102.26,3,1,1,311
16353,3,23,6675.71,1,1,1,111
14735,3,34,5807.69,1,1,1,111
16116,205,2,592.88,4,3,3,433
13630,5,11,1995.68,1,1,1,111
16081,56,5,2806.9,3,2,1,321
17394,219,1,203.87,4,4,4,444
16513,4,4,874.59,1,2,2,122
14248,318,1,302.58,4,4,3,443
16863,29,4,481.35,2,2,3,223
15074,105,1,748.87,3,4,2,342
13675,151,2,486.82,4,3,3,433
15432,23,1,171.19,2,4,4,244
12579,73,3,410.72,3,3,3,333
15010,35,1,308.94,2,4,3,243
17949,1,52,52750.84,1,1,1,111
17757,1,31,5585.49,1,1,1,111
14282,3,15,3729.34,1,1,1,111
12472,30,13,6229.48,2,1,1,211
12481,22,11,5590.86,2,1,1,211
13634,33,5,1575.16,2,2,2,222
12435,79,2,7829.89,3,3,1,331
14472,103,8,1936.84,3,1,1,311
12955,1,14,4734.26,1,1,1,111
13300,164,2,365.29,4,3,3,433
18080,18,2,1231.5,2,3,2,232
16747,25,4,826.96,2,2,2,222
16806,103,4,801.49,3,2,2,322
13959,79,3,598.2,3,3,3,333
13213,56,6,1518.43,3,1,2,312
15646,157,4,425.14,4,2,3,423
13430,18,4,648.69,2,2,2,222
17980,165,3,811.45,4,3,2,432
12356,22,3,2811.43,2,3,1,231
12827,5,3,430.15,1,3,3,133
16587,232,1,225.15,4,4,4,444
12824,59,1,397.12,3,4,3,343
13581,309,1,118.0,4,4,4,444
16805,173,2,460.59,4,3,3,433
17274,35,1,111.98,2,4,4,244
17357,24,2,388.14,2,3,3,233
15607,336,1,104.76,4,4,4,444
16226,203,3,255.12,4,3,4,434
16185,16,2,529.41,1,3,3,133
17767,15,1,271.2,1,4,4,144
14156,9,66,113384.14,1,1,1,111
15114,30,10,2760.56,2,1,1,211
15367,57,5,1867.69,3,2,1,321
15133,127,3,982.42,3,3,2,332
15241,66,9,1738.59,3,1,1,311
13384,30,9,4122.28,2,1,1,211
17186,46,2,144.0,2,3,4,234
12578,21,4,2753.36,2,2,1,221
16979,3,8,1809.05,1,1,1,111
16767,30,11,5580.6,2,1,1,211
14339,234,4,289.91,4,2,4,424
16536,107,2,539.02,3,3,3,333
17655,10,8,2571.74,1,1,1,111
13049,64,2,656.68,3,3,2,332
17629,5,9,1784.12,1,1,1,111
13193,61,1,117.88,3,4,4,344
17330,22,2,363.9,2,3,3,233
12917,128,1,594.0,3,4,3,343
12863,52,2,504.2,3,3,3,333
16247,170,1,114.56,4,4,4,444
16319,217,1,404.4,4,4,3,443
14234,22,4,775.46,2,2,2,222
13456,17,7,1737.82,2,1,1,211
13892,26,4,632.97,2,2,3,223
14882,26,2,589.7,2,3,3,233
16098,87,7,2005.63,3,1,1,311
17759,17,3,834.99,2,3,2,232
12762,7,2,1898.52,1,3,1,131
16446,0,3,2.9,1,3,4,134
15626,74,2,675.8,3,3,2,332
13403,17,1,75.0,2,4,4,244
14896,204,2,468.77,4,3,3,433
14475,71,6,799.82,3,1,2,312
18027,98,1,115.31,3,4,4,344
12654,10,5,601.98,1,2,3,123
15695,266,2,409.98,4,3,3,433
13239,261,1,329.56,4,4,3,443
16716,266,3,319.8,4,3,3,433
14518,64,1,174.37,3,4,4,344
14890,253,1,125.65,4,4,4,444
17948,147,1,358.56,4,4,3,443
13182,45,1,121.18,2,4,4,244
17510,24,1,308.48,2,4,3,243
17843,303,1,205.48,4,4,4,444
13670,75,1,349.7,3,4,3,343
14483,149,2,129.2,4,3,4,434
17705,3,10,1781.12,1,1,1,111
13509,8,7,979.72,1,1,2,112
15311,0,118,59419.34,1,1,1,111
14675,16,1,604.75,1,4,3,143
13471,1,4,2531.58,1,2,1,121
13761,50,2,1070.65,2,3,2,232
13654,43,6,2707.33,2,1,1,211
12919,8,8,1301.44,1,1,2,112
16315,330,1,226.37,4,4,4,444
15785,29,8,2303.75,2,1,1,211
16655,17,6,3794.52,2,1,1,211
17634,36,9,2361.97,2,1,1,211
13802,138,6,3906.27,3,1,1,311
12879,44,4,552.57,2,2,3,223
13047,31,18,3079.1,2,1,1,211
12365,291,3,320.69,4,3,3,433
12593,108,3,418.1,3,3,3,333
16122,73,4,684.42,3,2,2,322
17806,11,1,546.04,1,4,3,143
14823,180,3,321.43,4,3,3,433
13260,61,1,557.62,3,4,3,343
15590,289,1,-30.19,4,4,4,444
15057,275,2,1489.5,4,3,2,432
16147,133,1,375.0,3,4,3,343
12974,197,1,144.8,4,4,4,444
15870,32,1,354.09,2,4,3,243
13029,30,3,1247.5,2,3,2,232
12358,1,2,1168.06,1,3,2,132
12877,3,12,1535.77,1,1,2,112
12651,334,1,114.0,4,4,4,444
16552,242,2,379.73,4,3,3,433
17572,71,4,226.75,3,2,4,324
17571,50,4,1498.51,2,2,2,222
14640,15,8,2042.15,1,1,1,111
16820,95,1,497.61,3,4,3,343
13652,45,3,1095.08,2,3,2,232
13844,11,1,361.62,1,4,3,143
14657,17,5,838.27,2,2,2,222
15066,31,2,760.59,2,3,2,232
15113,9,4,3439.41,1,2,1,121
13242,112,3,270.4,3,3,4,334
14793,4,2,214.14,1,3,4,134
13514,73,1,152.2,3,4,4,344
17864,12,3,597.5,1,3,3,133
16926,371,1,230.25,4,4,4,444
18099,127,1,168.31,3,4,4,344
16014,35,4,653.13,2,2,2,222
14006,115,3,962.19,3,3,2,332
17080,22,3,285.5,2,3,4,234
12562,8,7,3781.74,1,1,1,111
17515,31,4,639.02,2,2,3,223
17230,264,11,3466.67,4,1,1,411
16910,4,8,1510.06,1,1,2,112
13650,16,7,1809.34,1,1,1,111
12424,162,2,1760.96,4,3,1,431
14004,43,7,4582.64,2,1,1,211
14649,4,4,1417.29,1,2,2,122
16842,64,4,1260.44,3,2,2,322
13982,39,5,1861.11,2,2,1,221
17362,239,2,312.23,4,3,3,433
16719,14,8,1773.92,1,1,1,111
15797,113,4,2207.4,3,2,1,321
14080,32,1,45.6,2,4,4,244
17722,96,6,2380.64,3,1,1,311
14403,130,5,1426.31,3,2,2,322
12981,29,2,372.22,2,3,3,233
14918,115,2,1610.15,3,3,2,332
14799,51,1,157.7,3,4,4,344
12904,18,2,509.58,2,3,3,233
15247,122,1,356.0,3,4,3,343
13044,291,1,560.47,4,4,3,443
17899,159,1,155.8,4,4,4,444
15408,264,1,267.18,4,4,4,444
15947,82,1,1708.24,3,4,1,341
15039,9,52,19786.44,1,1,1,111
15189,1,53,15802.14,1,1,1,111
14126,7,4,643.63,1,2,3,123
16905,5,8,3085.48,1,1,1,111
13094,21,16,1708.86,2,1,1,211
12567,22,11,9114.94,2,1,1,211
16746,4,19,6694.31,1,1,1,111
17324,17,4,990.23,2,2,2,222
14524,31,9,1867.68,2,1,1,211
14522,24,4,974.54,2,2,2,222
14533,24,9,1812.62,2,1,1,211
13466,100,2,297.95,3,3,3,333
17594,85,2,993.18,3,3,2,332
14145,46,5,3148.2,2,2,1,221
16120,59,5,1294.14,3,2,2,322
13908,79,5,2347.05,3,2,1,321
17385,14,1,261.11,1,4,4,144
14208,94,1,151.74,3,4,4,344
13737,200,1,339.6,4,4,3,443
14152,75,3,611.09,3,3,3,333
15466,85,1,334.53,3,4,3,343
13791,43,3,1047.68,2,3,2,232
12729,113,1,453.01,3,4,3,343
17373,40,4,646.92,2,2,3,223
13271,37,2,178.26,2,3,4,234
12650,3,1,314.44,1,4,3,143
13786,367,1,230.4,4,4,4,444
16666,19,1,118.98,2,4,4,244
13803,255,1,277.07,4,4,4,444
12821,214,1,92.72,4,4,4,444
12374,25,1,742.93,2,4,2,242
18241,9,18,2058.09,1,1,1,111
16764,3,18,2758.25,1,1,1,111
12691,28,6,1035.8,2,1,2,212
13621,116,1,213.85,3,4,4,344
14508,22,2,276.42,2,3,4,234
17429,120,4,512.12,3,2,3,323
18035,35,3,730.4,2,3,2,232
13447,23,4,1104.23,2,2,2,222
16099,50,3,731.9,2,3,2,232
12849,31,2,1050.89,2,3,2,232
14968,30,1,147.59,2,4,4,244
13375,81,2,772.9,3,3,2,332
15419,24,1,135.86,2,4,4,244
15463,29,1,126.14,2,4,4,244
16146,157,3,734.13,4,3,2,432
16697,241,1,112.75,4,4,4,444
17615,130,3,329.6,3,3,3,333
14280,196,1,134.04,4,4,4,444
13408,1,81,27487.41,1,1,1,111
13812,42,3,539.0,2,3,3,233
14276,88,5,1019.39,3,2,2,322
16628,29,6,2183.04,2,1,1,211
13721,36,1,524.14,2,4,3,243
16829,156,1,197.22,4,4,4,444
13345,276,2,377.6,4,3,3,433
15901,16,3,363.88,1,3,3,133
12390,79,1,549.84,3,4,3,343
13722,120,4,2369.16,3,2,1,321
17760,21,2,287.59,2,3,4,234
18008,70,9,2116.19,3,1,1,311
14353,215,1,90.6,4,4,4,444
16612,32,4,1187.66,2,2,2,222
12605,365,1,-7.5,4,4,4,444
17991,225,2,93.35,4,3,4,434
17896,23,1,256.32,2,4,4,244
14548,150,2,652.8,4,3,2,432
17286,21,1,153.92,2,4,4,244
13914,3,3,613.95,1,3,3,133
15379,169,8,3631.89,4,1,1,411
14662,28,4,771.17,2,2,2,222
12929,122,2,105.1,3,3,4,334
18121,149,2,673.1,4,3,2,432
15752,39,8,2628.93,2,1,1,211
18139,17,8,8393.22,2,1,1,211
16720,26,1,155.24,2,4,4,244
12909,39,8,2128.83,2,1,1,211
15916,16,10,1491.24,1,1,2,112
13955,154,2,322.96,4,3,3,433
17636,8,2,265.93,1,3,4,134
13388,121,3,627.15,3,3,3,333
16627,79,1,322.8,3,4,3,343
12956,306,1,108.07,4,4,4,444
18213,236,1,232.48,4,4,4,444
16826,51,1,341.7,3,4,3,343
12475,53,1,723.38,3,4,2,342
17958,116,1,508.46,3,4,3,343
16142,249,1,535.34,4,4,3,443
14527,2,86,7711.38,1,1,1,111
15755,1,8,2318.88,1,1,1,111
16133,3,46,14305.66,1,1,1,111
14001,45,4,2030.33,2,2,1,221
15825,172,1,532.94,4,4,3,443
14716,43,2,329.68,2,3,3,233
17026,185,2,154.83,4,3,4,434
16358,1,5,2024.95,1,2,1,121
18087,98,4,3770.12,3,2,1,321
15823,337,2,-840.76,4,3,4,434
14434,21,6,1372.8,2,1,2,212
13460,29,2,183.44,2,3,4,234
12452,16,3,428.57,1,3,3,133
14541,58,8,1461.65,3,1,2,312
16235,40,6,858.41,2,1,2,212
16070,22,2,852.15,2,3,2,232
17120,233,1,307.46,4,4,3,443
18177,31,7,1314.17,2,1,2,212
12531,14,1,125.22,1,4,4,144
17964,31,2,471.7,2,3,3,233
14476,257,1,215.7,4,4,4,444
14382,26,1,626.07,2,4,3,243
12350,310,1,334.4,4,4,3,443
12520,79,6,2582.51,3,1,1,311
13579,14,2,467.04,1,3,3,133
14219,4,1,89.94,1,4,4,144
13216,267,1,333.74,4,4,3,443
18219,2,11,2019.77,1,1,1,111
15031,4,4,668.14,1,2,2,122
13050,9,28,5684.61,1,1,1,111
15117,14,6,1550.13,1,1,2,112
14825,3,12,2226.91,1,1,1,111
17062,313,5,534.47,4,2,3,423
15668,217,1,76.32,4,4,4,444
16846,50,1,214.32,2,4,4,244
13065,373,1,205.86,4,4,4,444
13321,72,2,567.36,3,3,3,333
15814,3,6,1842.73,1,1,1,111
15175,71,1,224.14,3,4,4,344
16445,33,1,230.51,2,4,4,244
12587,7,1,144.0,1,4,4,144
15325,103,1,162.29,3,4,4,344
17138,275,1,380.5,4,4,3,443
15832,254,1,836.79,4,4,2,442
17968,373,1,277.35,4,4,4,444
13485,233,1,454.24,4,4,3,443
12591,317,1,452.85,4,4,3,443
15889,156,2,446.87,4,3,3,433
13458,7,22,9537.92,1,1,1,111
16333,7,22,26626.8,1,1,1,111
16416,26,4,1026.99,2,2,2,222
16457,218,1,208.36,4,4,4,444
15018,38,4,456.26,2,2,3,223
15862,8,4,832.88,1,2,2,122
18150,32,3,566.58,2,3,3,233
13629,23,11,7792.36,2,1,1,211
15218,10,11,5756.89,1,1,1,111
12598,9,9,3002.68,1,1,1,111
13148,29,17,3348.48,2,1,1,211
14952,46,15,7912.79,2,1,1,211
14482,18,6,2068.15,2,1,1,211
16880,30,7,1519.08,2,1,2,212
17427,71,1,100.8,3,4,4,344
17879,173,1,178.52,4,4,4,444
16726,26,5,1382.02,2,2,2,222
14143,133,1,115.8,3,4,4,344
12830,37,7,6748.4,2,1,1,211
14165,275,1,122.54,4,4,4,444
12808,36,3,483.65,2,3,3,233
16402,264,2,299.6,4,3,3,433
13453,165,2,356.98,4,3,3,433
